client_id,label_risque,prob_defaut,score_solvabilite,classe_risque,alerte,prob_xgb,prob_lgb,gnn_risk_score,score_anomalie,tendance_m3
21,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0008,0.1132442088121028,-0.4763
22,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0008,0.08242068253697586,-0.4722
23,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.029338496929109465,-0.4349
24,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.07769999999999999,0.10321211761152925,-0.4862
25,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0005,0.013135593994593733,-0.4159
26,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0015,0.09356914183241623,-0.4752
27,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0049,0.07084684699763007,-4.3839
28,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0143,0.0049988402316874245,-0.454
29,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0165,0.16429930167092227,-0.4445
30,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0016,0.07469107892954835,-0.438
31,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0154,0.030044519071349148,-0.4227
32,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0011,0.20607776494726993,-0.4618
33,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0052,0.11488094419620615,1.6365
34,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0043,0.1430379942578467,-0.4614
35,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0019,0.0399653928523561,-0.4487
36,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0002,0.019535439268151388,-0.4682
37,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0004,0.0008895920422968552,0.7697
38,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.0667503730515992,-0.4663
39,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.2674275915911147,-0.4522
40,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.10588893897834921,-0.4878
41,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0005,0.19566440984573796,-0.4563
42,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.10474950383876662,-0.4842
43,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.13433355446554218,-0.4458
44,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0012,0.005179730926309314,-0.4808
45,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.019365957550475835,-3.5907
46,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.27609785222715005,3180000.0807
47,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0002,0.045414047728390784,-0.8082
48,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0027,0.03285697998181699,-0.4549
49,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0037,0.006988684372791017,-0.4902
50,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.025598008897309194,740000.0948
51,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.002,0.058731441358952,-0.4815
52,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.09105144993260865,-0.475
53,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.30658591823624975,-0.4096
54,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0088,0.05165457221614987,-0.4519
55,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.14035366754054754,-0.4224
56,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.08873521685431635,-0.4658
57,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.004,0.22220256670044838,-0.4679
58,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.030678187702684663,-0.4944
59,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.001,0.25547869488039754,-0.4171
60,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.09899531711900562,4.268
61,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0011,0.009291664338345227,-0.4617
62,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0033,0.0005517676623158059,-0.4532
63,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0017000000000000001,0.15965667771643144,-9.4199
64,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0042,0.15797913120676577,-0.4538
65,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.15433737443885018,3.0
66,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0021,0.14431444387484624,-0.4468
67,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.03274341178943834,-2.1229
68,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0005,0.2387260213567721,-0.4302
69,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0052,0.16560095629131572,1.6951
70,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0015,0.14310161601401358,1.7551
71,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0004,0.037052029047786005,-0.4638
72,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0032,0.11098514176840421,-0.4261
73,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.23095913953813793,-0.4739
74,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.026699999999999998,0.027964036606019548,-0.4723
75,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0053,0.023557399358505177,1.1225
76,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.078,0.2051928680885273,-0.4907
77,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.048499999999999995,0.05997280344791347,-0.4163
78,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0103,0.012251889772251912,-0.6911
79,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1348,0.11925450595557047,-0.4776
80,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0014000000000000002,0.03694218530789621,-0.4199
81,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0183,0.22358154262565194,2.9381
82,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.15789999999999998,0.04993590856504726,-0.4702
83,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.09519999999999999,0.12229335238618579,-1.3421
84,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.12960000000000002,0.2792500420676548,10.3838
85,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.023799999999999998,0.14834830973484783,-0.4702
86,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9856,0.5247637312836168,-6.1137
87,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0409,0.003163093841180399,-23.5983
88,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.054900000000000004,0.21553126227543468,-0.4563
89,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0599,0.15996107747023672,0.9924
90,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0183,0.052014319576773944,-4.5752
91,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1084,0.07800955652569282,1.2209
92,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.031,0.056481848533644505,-0.4652
93,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0009,0.07683123462490091,-0.4339
94,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0038,0.003882925608649711,-0.4529
95,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0146,0.011568758381525176,-0.4634
96,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0016,0.06346334738422935,-0.422
97,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.015700000000000002,0.19299075456752293,-0.4499
98,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0053,0.1319290612502988,-0.5099
99,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.005600000000000001,0.02794383232754419,-0.4372
100,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0048,0.0018120519399201867,-1.2952
101,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.005699999999999999,0.042006993408051196,-0.4546
102,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0023,0.04517056843298771,-2.525
103,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.15793827984968561,0.0
104,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.05042022002147244,-0.4574
105,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.05762546429763639,-0.6297
106,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0118,0.008971306525131985,-0.403
107,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0327,0.24152522170633245,-0.4708
108,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0017000000000000001,0.06576751103324932,-0.4897
109,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0019,0.1468657395206238,-0.4627
110,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0019,0.3076452576852504,-0.481
111,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0013,0.1670451321000276,-0.51
112,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0613,0.19484681936111592,-0.4506
113,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.037000000000000005,0.11457163407604067,-0.4866
114,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.009899999999999999,0.16061194499362494,-0.4185
115,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0137,0.10764526432962715,0.1737
116,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0004,0.5143422944507435,-0.4422
117,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0104,0.06987650822960007,2.4785
118,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0076,0.12184312719904561,21.2055
119,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0058,0.01442526680073266,-14.7466
120,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.08885655191951917,-0.4383
121,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0013,0.04019505013659534,-0.4747
122,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0559,0.23001977306616178,-0.4789
123,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0019,0.30103246673002776,-0.4792
124,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.1854433381804377,-0.4612
125,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0002,0.13082216079547346,-0.4813
126,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0036,0.1881398136347634,-0.5449
127,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0039000000000000003,0.06316132328006589,-0.4276
128,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0021,0.03916741589012654,0.0106
129,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0053,0.006557298629663529,-0.3968
130,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0323,0.0071985776755443265,2.676
131,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.5083,0.007651712632245489,-0.5036
132,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0021,0.03607175070468752,-0.0127
133,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0049,0.3678498972506348,-0.4549
134,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9903,0.5068264979403215,-0.4449
135,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0070999999999999995,0.008256678036307745,-0.488
136,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1096,0.0016741515119637364,-3.2817
137,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.054299999999999994,0.014452927062539185,-0.5016
138,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.2021,0.11846019398756545,-0.4563
139,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1604,0.03630669911828163,-0.4807
140,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0788,0.027730699561429602,-0.451
141,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0015,0.006402810722116684,0.3908
142,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0011,0.1680893256424031,-0.4812
143,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.05759183352579973,1725000.0262
144,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0022,0.09518820426669647,-0.4744
145,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9994,0.42663955795207037,4.7043
146,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.2173,0.04906401439504272,-3.0479
147,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.031400000000000004,0.4569594067261268,-4.3328
148,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0011,0.22326870704002233,-0.4862
149,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.038900000000000004,0.10558703478464572,-0.4818
150,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.17969393257930186,-0.4536
151,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0029,0.16377340391390574,5.8784
152,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0019,0.005445133583713962,-0.4605
153,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0022,0.35695588018283725,-0.4512
154,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.001,0.08497788699649302,-0.5131
155,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.1780013826224434,-0.8956
156,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.06029678891337135,-0.4568
157,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.16464056042221026,-0.4891
158,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0004,0.29003115286061326,-6.4244
159,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0021,0.1645593204306925,0.5949
160,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0068000000000000005,0.10273993018634035,-0.4578
161,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0116,0.08516721740050061,1.0116
162,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.012661178883946248,805000.0678
163,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.04336404668297303,-0.4452
164,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0322,0.06243960348242805,-0.4549
165,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0007000000000000001,0.015457267442757284,-0.4576
166,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0315,0.09233886504500245,-0.4341
167,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0074,0.012570853390225713,-0.473
168,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0704,0.08745329936899858,-0.451
169,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1272,0.14659360422961465,-0.4771
170,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0805,0.08982172919882787,-0.487
171,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.09380000000000001,0.13045444552715313,-0.4814
172,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.064,0.01811352533719281,-0.4798
173,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.09140000000000001,0.051891978575119034,-0.4764
174,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.106,0.051840047102503756,-0.4567
175,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.6919,0.01529724358298333,-0.4979
176,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0113,0.023031647790859228,3.1347
177,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.18234829698424967,-3.532
178,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0002,0.1292844310224845,-0.4808
179,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.024589563159000377,-0.4717
180,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0002,0.036839894710145336,-2.0148
181,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.07941109573347668,-0.4649
182,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0009,0.003889356183027836,-0.4572
183,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0016,0.13986301779513227,-1.8396
184,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0023,0.005487225074234252,-0.4733
185,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.06480000000000001,0.028450530066246676,-0.4758
186,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0039000000000000003,0.025475425817352768,-0.461
187,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0015,0.07387501155392359,-7.1232
188,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.056600000000000004,0.0032611957055163864,-0.4929
189,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0332,0.10559115632208685,-0.469
190,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.056900000000000006,0.008048701726008144,-0.4942
191,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1202,0.08778549532009472,-0.4363
192,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.04190000000000001,0.0034231238212317416,-0.4661
193,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9972,0.4182050527671739,2.4447
194,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9976,0.4689437551720288,-0.4683
195,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0031,0.008398043122782646,-5.4701
196,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.008,0.10627414854565653,-0.4493
197,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9998,0.42295172737880626,0.71
198,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.006,0.08122686020902291,-0.4831
199,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0005,0.03782221878996434,-0.4591
200,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0124,0.04389381684290385,-0.4588
201,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0002,0.20492208141949894,-0.4588
202,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0033,0.3852931268285172,-0.4588
203,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0302,0.06688148912184906,-0.4588
204,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.09060699415347732,-0.4588
205,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.14967374296463432,-0.4588
206,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0044,0.019584091592560735,-0.4588
207,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0015,0.10538709210475652,-0.4588
208,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0033,0.09671663596044708,-0.4588
209,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0018,0.09315598590074521,-0.4588
210,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0039000000000000003,0.00946668415474175,-0.4588
211,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9925,0.4119062544827483,-0.4588
212,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0036,0.1391729524427454,-0.4588
213,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0007000000000000001,0.21859241484245426,-0.4588
214,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.2889954041243058,-0.4588
215,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.004699999999999999,0.2548194867834369,-0.4588
216,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.7448999999999999,0.027743258781101048,-0.4588
217,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0048,0.09700949852166489,-0.4588
218,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.14387905715341956,-0.4588
219,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0074,0.01776624807299999,-0.4588
220,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0078000000000000005,0.09000617440038787,-0.4588
221,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0007000000000000001,0.1416748852766236,-0.4588
222,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0033,0.059191009557419835,-0.4588
223,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0091,0.039499912497608786,-0.4588
224,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0263,0.1360254695005193,-0.4588
225,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.057800000000000004,0.07716847198864511,-0.4588
226,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0021,0.20147082593787433,-0.4588
227,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0351,0.0403401778891912,-0.4588
228,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0055000000000000005,0.09226737033926416,-0.4588
229,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0183,0.17387392650592792,-0.4588
230,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.002,0.17555873584896325,-0.4588
231,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.004699999999999999,0.07671298321903094,-0.4588
232,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.1509255478354042,-0.4588
233,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.19178643233722037,-0.4588
234,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0113,0.025965816404532185,-0.4588
235,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0113,0.10033149740296497,-0.4588
236,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0322,0.05555749053466348,-0.4588
237,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.08767277422740336,-0.4588
238,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0031,0.1751482660794493,-0.4588
239,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0004,0.046623176962457616,-0.4588
240,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0096,0.18513142324276316,-0.4588
241,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0229,0.07574300664495465,-0.4588
242,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0005,0.017407274539640208,-0.4588
243,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.061448425730960925,-0.4588
244,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0369,0.263877788380839,-0.4588
245,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0036,0.013424889736815217,-0.4588
246,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.039739352676909104,-0.4588
247,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0097,0.06355518716647764,-0.4588
248,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.003,0.3517832415478139,-0.4588
249,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9595999999999999,0.452338507387126,-0.4588
250,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0062,0.03970363383577408,-0.4588
251,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.001,0.06261988730018968,-0.4588
252,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.05023917333612249,-0.4588
253,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0036,0.11241196603856934,-0.4588
254,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0005,0.49861046047226404,-0.4588
255,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0101,0.09412888621570085,-0.4588
256,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0007000000000000001,0.20987983647337674,-0.4588
257,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.2925,0.02409090238270179,-0.4588
258,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.3136,0.009399055339544266,-0.4588
259,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1281,0.16893209397475653,-0.4588
260,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.07440000000000001,0.06254283100141081,-0.4588
261,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0116,0.037539610906205424,-0.4588
262,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.031200000000000002,0.07403271976119413,-0.4588
263,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0124,0.014275746972568466,-0.4588
264,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0070999999999999995,0.018977480212552862,-0.4588
