client_id,horizon_mois,montant_regle_pred,lower_80,upper_80,model,label_risque,gouvernorat_code,retard_moyen_jours,montant_ttc_moyen,retard_pred,risque_tendance,alerte_prev
102,3,649.9022216796875,552.4168884277343,747.3875549316406,N-HiTS,0,16,-0.835,605.173,0.0,-0.537,VERT
102,4,648.6353149414062,551.3400177001953,745.9306121826171,N-HiTS,0,16,-0.835,605.173,0.0,-0.5359,VERT
102,5,674.3421630859375,573.1908386230468,775.493487548828,N-HiTS,0,16,-0.835,605.173,0.4,-0.7967,VERT
102,6,631.1093139648438,536.4429168701172,725.7757110595703,N-HiTS,0,16,-0.835,605.173,1.42,-1.3717,VERT
103,1,0.0031686797738075256,0.0026933778077363967,0.003643981739878654,N-HiTS,0,17,-0.299,-32.498,0.0,0.0,VERT
103,2,0.00046031270176172256,0.0003912657964974642,0.0005293596070259809,N-HiTS,0,17,-0.299,-32.498,0.0,0.0,VERT
103,3,0.0011031143367290497,0.0009376471862196922,0.0012685814872384071,N-HiTS,0,17,-0.299,-32.498,0.0,0.0,VERT
103,4,0.0,0.0,0.0,N-HiTS,0,17,-0.299,-32.498,1.0,-1.6722,VERT
103,5,0.008290115743875504,0.0070465983822941775,0.009533633105456829,N-HiTS,0,17,-0.299,-32.498,1.19,-1.9898,VERT
103,6,0.005034736357629299,0.0042795259039849045,0.005789946811273694,N-HiTS,0,17,-0.299,-32.498,0.79,-1.321,VERT
104,1,616.8914184570312,524.3577056884766,709.4251312255859,N-HiTS,0,23,-0.971,674.355,0.0,-0.4574,VERT
104,2,661.1244506835938,561.9557830810546,760.2931182861328,N-HiTS,0,23,-0.971,674.355,0.0,-0.4902,VERT
104,3,709.1607055664062,602.7865997314453,815.5348114013672,N-HiTS,0,23,-0.971,674.355,0.0,-0.5258,VERT
104,4,743.3721923828125,631.8663635253906,854.8780212402343,N-HiTS,0,23,-0.971,674.355,0.0,-0.5512,VERT
104,5,773.2073974609375,657.2262878417969,889.188507080078,N-HiTS,0,23,-0.971,674.355,0.77,-0.9698,VERT
104,6,754.400146484375,641.2401245117187,867.5601684570312,N-HiTS,0,23,-0.971,674.355,0.0,-0.5593,VERT
105,1,816.9630737304688,694.4186126708984,939.507534790039,N-HiTS,0,1,-0.959,969.962,0.4,-0.6297,VERT
105,2,908.92431640625,772.5856689453125,1045.2629638671874,N-HiTS,0,1,-0.959,969.962,0.0,-0.4685,VERT
105,3,980.9403076171875,833.7992614746094,1128.0813537597655,N-HiTS,0,1,-0.959,969.962,0.0,-0.5057,VERT
105,4,1026.4698486328125,872.4993713378906,1180.4403259277342,N-HiTS,0,1,-0.959,969.962,0.3,-0.6855,VERT
105,5,1068.1224365234375,907.9040710449218,1228.340802001953,N-HiTS,0,1,-0.959,969.962,0.0,-0.5506,VERT
105,6,1032.55224609375,877.6694091796875,1187.4350830078124,N-HiTS,0,1,-0.959,969.962,0.0,-0.5323,VERT
106,1,1446.8995361328125,1229.8646057128906,1663.9344665527342,N-HiTS,1,23,-0.839,1795.24,0.0,-0.403,ORANGE
106,2,1581.8843994140625,1344.601739501953,1819.1670593261717,N-HiTS,1,23,-0.839,1795.24,0.88,-0.965,ORANGE
106,3,1655.034912109375,1406.7796752929687,1903.290148925781,N-HiTS,1,23,-0.839,1795.24,3.11,-2.3144,ORANGE
106,4,1772.1353759765625,1506.315069580078,2037.9556823730468,N-HiTS,1,23,-0.839,1795.24,8.15,-5.3505,ORANGE
106,5,1846.2469482421875,1569.3099060058594,2123.1839904785156,N-HiTS,1,23,-0.839,1795.24,4.93,-3.4522,ORANGE
106,6,1820.9979248046875,1547.8482360839844,2094.1476135253906,N-HiTS,1,23,-0.839,1795.24,10.1,-6.5263,ORANGE
107,1,1120.2381591796875,952.2024353027343,1288.2738830566404,N-HiTS,1,17,-0.97,1189.744,0.0,-0.4708,ORANGE
107,2,1208.538818359375,1027.2579956054688,1389.8196411132812,N-HiTS,1,17,-0.97,1189.744,1.36,-1.2089,ORANGE
107,3,1317.899169921875,1120.2142944335938,1515.584045410156,N-HiTS,1,17,-0.97,1189.744,3.86,-2.5436,ORANGE
107,4,1292.5477294921875,1098.6655700683593,1486.4298889160154,N-HiTS,1,17,-0.97,1189.744,6.2,-3.7391,ORANGE
107,5,1321.92431640625,1123.6356689453125,1520.2129638671875,N-HiTS,1,17,-0.97,1189.744,7.95,-4.6535,ORANGE
107,6,1230.4892578125,1045.9158691406249,1415.062646484375,N-HiTS,1,17,-0.97,1189.744,9.62,-5.4759,ORANGE
108,1,3544.36865234375,3012.7133544921876,4076.0239501953124,N-HiTS,0,16,-48.955,3618.981,0.0,-0.4897,VERT
108,2,3898.240966796875,3313.5048217773438,4482.977111816406,N-HiTS,0,16,-48.955,3618.981,0.0,-0.5386,VERT
108,3,4233.87060546875,3598.7900146484376,4868.951196289062,N-HiTS,0,16,-48.955,3618.981,0.0,-0.585,VERT
108,4,4203.12548828125,3572.6566650390623,4833.594311523437,N-HiTS,0,16,-48.955,3618.981,0.0,-0.5807,VERT
108,5,4294.32568359375,3650.176831054687,4938.474536132812,N-HiTS,0,16,-48.955,3618.981,0.0,-0.5933,VERT
108,6,4004.020751953125,3403.4176391601563,4604.623864746093,N-HiTS,0,16,-48.955,3618.981,0.0,-0.5532,VERT
109,1,313.0586853027344,266.0998825073242,360.0174880981445,N-HiTS,1,17,-0.843,338.326,0.0,-0.4627,ORANGE
109,2,335.8849792480469,285.50223236083986,386.2677261352539,N-HiTS,1,17,-0.843,338.326,3.15,-2.3647,ORANGE
109,3,365.76385498046875,310.89927673339844,420.628433227539,N-HiTS,1,17,-0.843,338.326,3.94,-2.8774,ORANGE
109,4,358.7933349609375,304.9743347167969,412.61233520507807,N-HiTS,1,17,-0.843,338.326,6.54,-4.4093,ORANGE
109,5,366.48773193359375,311.5145721435547,421.46089172363276,N-HiTS,1,17,-0.843,338.326,5.8,-3.9817,ORANGE
109,6,341.17987060546875,290.0028900146484,392.356851196289,N-HiTS,1,17,-0.843,338.326,8.47,-5.5279,ORANGE
11,1,2920.82666015625,2482.7026611328124,3358.950659179687,N-HiTS,0,17,-33.226,3237.994,0.0,-0.451,VERT
11,2,3057.89990234375,2599.214916992187,3516.5848876953123,N-HiTS,0,17,-33.226,3237.994,0.0,-0.4722,VERT
11,3,3240.388427734375,2754.3301635742187,3726.446691894531,N-HiTS,0,17,-33.226,3237.994,0.0,-0.5004,VERT
11,4,3433.412353515625,2918.400500488281,3948.4242065429685,N-HiTS,0,17,-33.226,3237.994,0.0,-0.5302,VERT
11,5,3590.5068359375,3051.930810546875,4129.082861328125,N-HiTS,0,17,-33.226,3237.994,0.0,-0.5544,VERT
11,6,3525.408447265625,2996.597180175781,4054.2197143554686,N-HiTS,0,17,-33.226,3237.994,0.0,-0.5444,VERT
110,1,2232.55322265625,1897.6702392578125,2567.4362060546873,N-HiTS,0,16,-9.515,2320.836,0.0,-0.481,VERT
110,2,2425.9833984375,2062.0858886718747,2789.880908203125,N-HiTS,0,16,-9.515,2320.836,0.0,-0.5227,VERT
110,3,2659.677978515625,2260.726281738281,3058.6296752929684,N-HiTS,0,16,-9.515,2320.836,0.0,-0.573,VERT
110,4,2621.521484375,2228.29326171875,3014.7497070312497,N-HiTS,0,16,-9.515,2320.836,0.0,-0.5648,VERT
110,5,2701.8583984375,2296.579638671875,3107.1371582031247,N-HiTS,0,16,-9.515,2320.836,0.0,-0.5821,VERT
110,6,2538.2099609375,2157.4784667968747,2918.941455078125,N-HiTS,0,16,-9.515,2320.836,0.0,-0.5468,VERT
111,1,745.3310546875,633.531396484375,857.130712890625,N-HiTS,0,17,-1.303,747.662,0.03,-0.51,VERT
111,2,787.782958984375,669.6155151367187,905.9504028320312,N-HiTS,0,17,-1.303,747.662,0.0,-0.5268,VERT
111,3,860.4462280273438,731.3792938232422,989.5131622314452,N-HiTS,0,17,-1.303,747.662,0.0,-0.5754,VERT
111,4,840.9473266601562,714.8052276611328,967.0894256591796,N-HiTS,0,17,-1.303,747.662,0.0,-0.5624,VERT
111,5,864.937255859375,735.1966674804687,994.6778442382812,N-HiTS,0,17,-1.303,747.662,0.0,-0.5784,VERT
111,6,805.1735229492188,684.3974945068359,925.9495513916015,N-HiTS,0,17,-1.303,747.662,0.0,-0.5385,VERT
112,1,4187.1484375,3559.076171875,4815.220703125,N-HiTS,0,16,-43.248,4645.745,0.0,-0.4506,VERT
112,2,4670.29248046875,3969.748608398437,5370.836352539062,N-HiTS,0,16,-43.248,4645.745,0.0,-0.5026,VERT
112,3,5054.4501953125,4296.282666015625,5812.617724609375,N-HiTS,0,16,-43.248,4645.745,0.0,-0.544,VERT
112,4,5188.134765625,4409.91455078125,5966.354980468749,N-HiTS,0,16,-43.248,4645.745,0.0,-0.5584,VERT
112,5,5366.287109375,4561.34404296875,6171.230175781249,N-HiTS,0,16,-43.248,4645.745,0.0,-0.5775,VERT
112,6,5143.548828125,4372.016503906249,5915.08115234375,N-HiTS,0,16,-43.248,4645.745,0.0,-0.5536,VERT
113,1,4136.6357421875,3516.140380859375,4757.131103515625,N-HiTS,0,16,-48.464,4250.117,0.0,-0.4866,VERT
113,2,4589.14208984375,3900.7707763671874,5277.513403320312,N-HiTS,0,16,-48.464,4250.117,0.0,-0.5399,VERT
113,3,4930.20849609375,4190.677221679687,5669.739770507812,N-HiTS,0,16,-48.464,4250.117,0.0,-0.58,VERT
113,4,4915.31787109375,4178.020190429687,5652.615551757812,N-HiTS,0,16,-48.464,4250.117,0.0,-0.5783,VERT
113,5,4981.01025390625,4233.858715820313,5728.161791992187,N-HiTS,0,16,-48.464,4250.117,0.0,-0.586,VERT
113,6,4697.90869140625,3993.2223876953126,5402.594995117187,N-HiTS,0,16,-48.464,4250.117,0.0,-0.5527,VERT
114,1,3140.08935546875,2669.0759521484374,3611.102758789062,N-HiTS,0,16,-37.93,3752.015,0.0,-0.4185,VERT
114,2,3463.20654296875,2943.7255615234376,3982.6875244140624,N-HiTS,0,16,-37.93,3752.015,0.0,-0.4615,VERT
114,3,3792.60107421875,3223.7109130859376,4361.491235351562,N-HiTS,0,16,-37.93,3752.015,0.0,-0.5054,VERT
114,4,3930.0439453125,3340.537353515625,4519.550537109375,N-HiTS,0,16,-37.93,3752.015,0.0,-0.5237,VERT
114,5,4100.69921875,3485.5943359375,4715.804101562499,N-HiTS,0,16,-37.93,3752.015,0.0,-0.5465,VERT
114,6,3937.218505859375,3346.6357299804686,4527.8012817382805,N-HiTS,0,16,-37.93,3752.015,0.0,-0.5247,VERT
115,1,557.61328125,473.9712890625,641.2552734374999,N-HiTS,0,17,0.627,633.166,0.77,0.1737,ORANGE
115,2,602.9561767578125,512.5127502441406,693.3996032714844,N-HiTS,0,17,0.627,633.166,0.0,-0.4761,VERT
115,3,653.6356811523438,555.5903289794921,751.6810333251952,N-HiTS,0,17,0.627,633.166,1.09,0.3531,ORANGE
115,4,674.5352783203125,573.3549865722656,775.7155700683593,N-HiTS,0,17,0.627,633.166,0.67,0.0016,VERT
115,5,703.0391845703125,597.5833068847656,808.4950622558594,N-HiTS,0,17,0.627,633.166,3.83,2.499,ORANGE
115,6,671.33740234375,570.6367919921875,772.0380126953124,N-HiTS,0,17,0.627,633.166,0.15,-0.4105,VERT
116,1,195.40087890625,166.0907470703125,224.71101074218748,N-HiTS,1,17,-0.073,220.97,0.0,-0.4422,ORANGE
116,2,213.97857666015625,181.8817901611328,246.07536315917966,N-HiTS,1,17,-0.073,220.97,3.29,-23.0187,ORANGE
116,3,232.15325927734375,197.33027038574218,266.9762481689453,N-HiTS,1,17,-0.073,220.97,4.87,-33.8819,ORANGE
116,4,232.6255645751953,197.73172988891602,267.5193992614746,N-HiTS,1,17,-0.073,220.97,8.65,-59.7738,ORANGE
116,5,236.76803588867188,201.2528305053711,272.28324127197266,N-HiTS,1,17,-0.073,220.97,9.1,-62.8654,ORANGE
116,6,224.34219360351562,190.69086456298828,257.99352264404297,N-HiTS,1,17,-0.073,220.97,9.64,-66.5359,ORANGE
117,1,2682.835205078125,2280.409924316406,3085.2604858398436,N-HiTS,0,0,0.596,2826.669,3.52,2.4785,ORANGE
117,2,2920.353759765625,2482.3006958007813,3358.4068237304687,N-HiTS,0,0,0.596,2826.669,0.0,-0.5166,VERT
117,3,3232.703857421875,2747.7982788085938,3717.609436035156,N-HiTS,0,0,0.596,2826.669,0.0,-0.5718,VERT
117,4,3222.944580078125,2739.502893066406,3706.3862670898434,N-HiTS,0,0,0.596,2826.669,0.0,-0.5701,VERT
117,5,3291.843994140625,2798.067395019531,3785.6205932617186,N-HiTS,0,0,0.596,2826.669,0.0,-0.5823,VERT
117,6,3110.78662109375,2644.1686279296873,3577.404614257812,N-HiTS,0,0,0.596,2826.669,0.0,-0.5503,VERT
118,1,1121.6873779296875,953.4342712402344,1289.9404846191405,N-HiTS,0,17,0.03,1218.097,1.3,21.2055,ORANGE
118,2,1249.269775390625,1061.879309082031,1436.6602416992187,N-HiTS,0,17,0.03,1218.097,0.0,-0.5128,VERT
118,3,1337.217041015625,1136.6344848632812,1537.7995971679686,N-HiTS,0,17,0.03,1218.097,0.0,-0.5489,VERT
118,4,1382.80712890625,1175.3860595703125,1590.2281982421873,N-HiTS,0,17,0.03,1218.097,0.0,-0.5676,VERT
118,5,1405.3590087890625,1194.555157470703,1616.1628601074217,N-HiTS,0,17,0.03,1218.097,0.66,10.4228,ORANGE
118,6,1355.4720458984375,1152.1512390136718,1558.792852783203,N-HiTS,0,17,0.03,1218.097,1.71,27.9427,ORANGE
119,1,9645.154296875,8198.381152343749,11091.92744140625,N-HiTS,1,0,-0.186,10209.705,5.31,-14.7466,ORANGE
119,2,10334.767578125,8784.55244140625,11884.982714843749,N-HiTS,1,0,-0.186,10209.705,8.64,-23.7321,ORANGE
119,3,11106.55859375,9440.5748046875,12772.542382812499,N-HiTS,1,0,-0.186,10209.705,5.14,-14.3612,ORANGE
119,4,10851.73828125,9223.9775390625,12479.499023437498,N-HiTS,1,0,-0.186,10209.705,3.83,-10.8272,ORANGE
119,5,11061.6533203125,9402.405322265624,12720.901318359374,N-HiTS,1,0,-0.186,10209.705,3.05,-8.7407,ORANGE
119,6,10295.2626953125,8750.973291015625,11839.552099609375,N-HiTS,1,0,-0.186,10209.705,9.35,-25.6387,ORANGE
12,1,2396.904296875,2037.36865234375,2756.43994140625,N-HiTS,0,7,-49.217,2794.233,0.0,-0.4289,VERT
12,2,2612.71044921875,2220.8038818359373,3004.617016601562,N-HiTS,0,7,-49.217,2794.233,0.0,-0.4675,VERT
12,3,2799.422607421875,2379.5092163085938,3219.335998535156,N-HiTS,0,7,-49.217,2794.233,0.0,-0.5009,VERT
12,4,2915.494873046875,2478.1706420898436,3352.819104003906,N-HiTS,0,7,-49.217,2794.233,0.0,-0.5217,VERT
12,5,3016.8935546875,2564.359521484375,3469.4275878906246,N-HiTS,0,7,-49.217,2794.233,0.0,-0.5398,VERT
12,6,2918.457763671875,2480.6890991210935,3356.226428222656,N-HiTS,0,7,-49.217,2794.233,0.0,-0.5222,VERT
120,1,5335.86181640625,4535.4825439453125,6136.241088867187,N-HiTS,0,23,-11.982,6086.904,0.0,-0.4383,VERT
120,2,5903.9794921875,5018.382568359375,6789.576416015624,N-HiTS,0,23,-11.982,6086.904,0.0,-0.485,VERT
120,3,6388.93212890625,5430.592309570312,7347.271948242187,N-HiTS,0,23,-11.982,6086.904,0.0,-0.5248,VERT
120,4,6710.48583984375,5703.9129638671875,7717.058715820312,N-HiTS,0,23,-11.982,6086.904,0.0,-0.5512,VERT
120,5,7053.7861328125,5995.718212890625,8111.854052734375,N-HiTS,0,23,-11.982,6086.904,0.0,-0.5794,VERT
120,6,6796.009765625,5776.608300781249,7815.41123046875,N-HiTS,0,23,-11.982,6086.904,0.0,-0.5582,VERT
121,1,1101.6505126953125,936.4029357910156,1266.8980895996092,N-HiTS,0,20,-0.557,1160.407,0.0,-0.4747,VERT
121,2,1210.337890625,1028.7872070312499,1391.88857421875,N-HiTS,0,20,-0.557,1160.407,1.41,-1.7872,VERT
121,3,1307.8631591796875,1111.6836853027344,1504.0426330566404,N-HiTS,0,20,-0.557,1160.407,0.0,-0.5635,VERT
121,4,1305.1761474609375,1109.3997253417967,1500.952569580078,N-HiTS,0,20,-0.557,1160.407,0.0,-0.5624,VERT
121,5,1321.3653564453125,1123.1605529785156,1519.5701599121091,N-HiTS,0,20,-0.557,1160.407,0.0,-0.5694,VERT
121,6,1247.5743408203125,1060.4381896972657,1434.7104919433593,N-HiTS,0,20,-0.557,1160.407,0.0,-0.5376,VERT
122,1,2208.7001953125,1877.395166015625,2540.0052246093746,N-HiTS,0,6,-29.598,2306.127,0.0,-0.4789,VERT
122,2,2433.729736328125,2068.670275878906,2798.7891967773435,N-HiTS,0,6,-29.598,2306.127,0.0,-0.5277,VERT
122,3,2642.96826171875,2246.523022460937,3039.4135009765623,N-HiTS,0,6,-29.598,2306.127,0.0,-0.573,VERT
122,4,2670.2998046875,2269.7548339843747,3070.844775390625,N-HiTS,0,6,-29.598,2306.127,0.0,-0.579,VERT
122,5,2736.6943359375,2326.190185546875,3147.1984863281245,N-HiTS,0,6,-29.598,2306.127,0.0,-0.5934,VERT
122,6,2596.002197265625,2206.6018676757812,2985.4025268554683,N-HiTS,0,6,-29.598,2306.127,0.0,-0.5628,VERT
123,1,394.4444274902344,335.2777633666992,453.6110916137695,N-HiTS,0,16,-38.2,411.57,0.0,-0.4792,VERT
123,2,429.9701843261719,365.47465667724606,494.46571197509763,N-HiTS,0,16,-38.2,411.57,0.0,-0.5224,VERT
123,3,462.7703857421875,393.3548278808594,532.1859436035156,N-HiTS,0,16,-38.2,411.57,0.0,-0.5622,VERT
123,4,458.3810119628906,389.62386016845704,527.1381637573242,N-HiTS,0,16,-38.2,411.57,0.0,-0.5569,VERT
123,5,466.2022399902344,396.2719039916992,536.1325759887695,N-HiTS,0,16,-38.2,411.57,0.0,-0.5664,VERT
123,6,440.5349426269531,374.45470123291017,506.6151840209961,N-HiTS,0,16,-38.2,411.57,0.0,-0.5352,VERT
124,1,3452.801025390625,2934.880871582031,3970.7211791992186,N-HiTS,0,6,-52.258,3743.026,0.0,-0.4612,VERT
124,2,3839.8935546875,3263.909521484375,4415.877587890624,N-HiTS,0,6,-52.258,3743.026,0.0,-0.5129,VERT
124,3,4137.453125,3516.8351562499997,4758.07109375,N-HiTS,0,6,-52.258,3743.026,0.0,-0.5527,VERT
124,4,4190.4140625,3561.851953125,4818.976171875,N-HiTS,0,6,-52.258,3743.026,0.0,-0.5598,VERT
124,5,4284.43310546875,3641.768139648437,4927.098071289062,N-HiTS,0,6,-52.258,3743.026,0.0,-0.5723,VERT
124,6,4091.74462890625,3477.9829345703124,4705.506323242187,N-HiTS,0,6,-52.258,3743.026,0.0,-0.5466,VERT
125,1,4404.46484375,3743.7951171874997,5065.1345703125,N-HiTS,0,10,-16.097,4575.36,0.0,-0.4813,VERT
125,2,4884.861328125,4152.13212890625,5617.590527343749,N-HiTS,0,10,-16.097,4575.36,0.0,-0.5338,VERT
125,3,5235.158203125,4449.88447265625,6020.43193359375,N-HiTS,0,10,-16.097,4575.36,0.0,-0.5721,VERT
125,4,5318.51953125,4520.741601562499,6116.2974609375,N-HiTS,0,10,-16.097,4575.36,0.0,-0.5812,VERT
125,5,5378.2255859375,4571.491748046875,6184.959423828124,N-HiTS,0,10,-16.097,4575.36,0.0,-0.5877,VERT
125,6,5118.14892578125,4350.426586914063,5885.871264648437,N-HiTS,0,10,-16.097,4575.36,0.0,-0.5593,VERT
126,1,297.0048828125,252.454150390625,341.55561523437495,N-HiTS,0,17,-0.33,306.648,0.04,-0.5449,VERT
126,2,317.41168212890625,269.7999298095703,365.02343444824214,N-HiTS,0,17,-0.33,306.648,0.0,-0.5176,VERT
126,3,339.2923278808594,288.39847869873046,390.18617706298824,N-HiTS,0,17,-0.33,306.648,0.0,-0.5532,VERT
126,4,333.4936828613281,283.4696304321289,383.5177352905273,N-HiTS,0,17,-0.33,306.648,2.97,-5.0438,VERT
126,5,339.5295715332031,288.60013580322266,390.45900726318354,N-HiTS,0,17,-0.33,306.648,3.12,-5.2809,VERT
126,6,317.85455322265625,270.1763702392578,365.53273620605466,N-HiTS,0,17,-0.33,306.648,0.0,-0.5183,VERT
127,1,562.847412109375,478.42030029296876,647.2745239257812,N-HiTS,0,17,-7.123,658.152,0.0,-0.4276,VERT
127,2,614.1988525390625,522.0690246582031,706.3286804199219,N-HiTS,0,17,-7.123,658.152,0.0,-0.4666,VERT
127,3,661.7318725585938,562.4720916748047,760.9916534423827,N-HiTS,0,17,-7.123,658.152,0.0,-0.5027,VERT
127,4,687.3970336914062,584.2874786376952,790.5065887451171,N-HiTS,0,17,-7.123,658.152,0.0,-0.5222,VERT
127,5,711.5462646484375,604.8143249511719,818.2782043457031,N-HiTS,0,17,-7.123,658.152,0.0,-0.5406,VERT
127,6,688.0672607421875,584.8571716308594,791.2773498535156,N-HiTS,0,17,-7.123,658.152,0.0,-0.5227,VERT
128,1,649.61376953125,552.1717041015625,747.0558349609374,N-HiTS,0,8,0.0,663.705,0.0,0.0106,VERT
128,2,702.4954833984375,597.1211608886719,807.869805908203,N-HiTS,0,8,0.0,663.705,0.0,-0.0292,VERT
128,3,751.436767578125,638.7212524414062,864.1522827148436,N-HiTS,0,8,0.0,663.705,0.68,339999.9339,ORANGE
128,4,748.2896118164062,636.0461700439453,860.5330535888671,N-HiTS,0,8,0.0,663.705,2.81,1404999.9363,ORANGE
128,5,757.0887451171875,643.5254333496093,870.6520568847656,N-HiTS,0,8,0.0,663.705,0.18,89999.9296,ORANGE
128,6,716.5108642578125,609.0342346191406,823.9874938964844,N-HiTS,0,8,0.0,663.705,1.29,644999.9602,ORANGE
129,1,4534.998046875,3854.74833984375,5215.247753906249,N-HiTS,1,23,-0.187,5714.412,0.0,-0.3968,ORANGE
129,2,5054.93115234375,4296.691479492188,5813.170825195312,N-HiTS,1,23,-0.187,5714.412,2.72,-7.7151,ORANGE
129,3,5530.7705078125,4701.154931640624,6360.386083984375,N-HiTS,1,23,-0.187,5714.412,2.63,-7.5161,ORANGE
129,4,5602.4521484375,4762.084326171875,6442.819970703124,N-HiTS,1,23,-0.187,5714.412,3.38,-9.5277,ORANGE
129,5,5810.5029296875,4938.927490234375,6682.078369140624,N-HiTS,1,23,-0.187,5714.412,5.56,-15.3748,ORANGE
129,6,5475.685546875,4654.33271484375,6297.03837890625,N-HiTS,1,23,-0.187,5714.412,8.14,-22.2439,ORANGE
13,1,3155.90771484375,2682.521557617187,3629.2938720703123,N-HiTS,0,5,-52.947,3606.127,0.0,-0.4376,VERT
13,2,3540.63330078125,3009.5383056640626,4071.7282958984374,N-HiTS,0,5,-52.947,3606.127,0.0,-0.4909,VERT
13,3,3806.283935546875,3235.341345214844,4377.226525878906,N-HiTS,0,5,-52.947,3606.127,0.0,-0.5278,VERT
13,4,3965.6845703125,3370.831884765625,4560.537255859374,N-HiTS,0,5,-52.947,3606.127,0.0,-0.5499,VERT
13,5,4119.203125,3501.32265625,4737.08359375,N-HiTS,0,5,-52.947,3606.127,0.0,-0.5711,VERT
13,6,3982.70751953125,3385.3013916015625,4580.1136474609375,N-HiTS,0,5,-52.947,3606.127,0.0,-0.5522,VERT
130,1,729.2794799804688,619.8875579833984,838.671401977539,N-HiTS,1,17,0.494,845.397,3.07,2.676,ROUGE
130,2,834.2630004882812,709.1235504150391,959.4024505615233,N-HiTS,1,17,0.494,845.397,6.17,5.7515,ROUGE
