nb_factures,montant_ttc_total,montant_ttc_moyen,montant_ttc_max,montant_ttc_std,nb_avoirs,ratio_avoirs,anciennete_jours,nb_reglements,montant_reg_total,montant_reg_moyen,retard_moyen_jours,retard_max_jours,nb_retards_positifs,nb_retards_graves,taux_retard,nb_modes_distincts,ratio_encaissement,gouvernorat_code,nature_client_code,mode_paiement_code,label_risque
14,44282.986,3163.07,5763.939,1943.21,1,0.071,707,16,39325.954,2457.872,-29.562,0,0,0,0.0,4,0.888,23,11,4,0
2,210.062,105.031,181.279,107.831,1,0.5,434,1,151.496,151.496,0.0,0,0,0,0.0,1,0.721,23,20,1,0
12,12811.842,1067.654,2216.216,511.743,0,0.0,731,15,11443.589,762.906,-16.267,0,0,0,0.0,3,0.893,23,16,1,0
10,10369.5,1036.95,1811.213,625.466,2,0.2,595,8,5223.785,652.973,0.0,0,0,0,0.0,2,0.504,23,11,1,0
8,4336.714,542.089,1065.973,312.844,0,0.0,539,9,4434.418,492.713,-19.0,4,1,0,0.111,4,1.022,23,16,1,0
6,4378.806,729.801,1237.725,265.911,0,0.0,672,6,4366.429,727.738,0.0,0,0,0,0.0,1,0.997,23,16,1,0
4,3128.363,782.091,941.921,116.471,1,0.25,726,3,1603.921,534.64,-40.0,0,0,0,0.0,2,0.513,23,16,4,0
9,3787.414,420.824,805.381,244.589,0,0.0,430,11,4206.376,382.398,-3.455,0,0,0,0.0,2,1.111,23,20,1,0
57,72829.764,1277.715,2552.905,480.589,0,0.0,773,62,64290.229,1036.939,-53.016,0,0,0,0.0,4,0.883,23,11,4,0
7,7015.905,1002.272,1784.962,426.825,0,0.0,672,7,6964.728,994.961,-55.857,-20,0,0,0.0,2,0.993,23,16,5,0
15,12286.461,819.097,1842.808,599.119,2,0.133,763,13,9323.623,717.202,-50.538,0,0,0,0.0,3,0.759,23,20,4,0
16,14349.77,896.861,2527.737,710.687,2,0.125,763,13,6631.712,510.132,-12.769,11,2,0,0.154,3,0.462,23,11,4,0
10,15229.617,1522.962,3330.065,979.84,1,0.1,707,9,14069.249,1563.25,-47.444,0,0,0,0.0,4,0.924,23,16,5,0
3,4447.654,1482.551,2652.703,1013.857,0,0.0,731,4,4421.125,1105.281,-42.0,-6,0,0,0.0,1,0.994,23,11,4,0
4,3009.38,752.345,875.469,140.008,0,0.0,731,4,3009.38,752.345,0.0,0,0,0,0.0,2,1.0,23,11,1,0
14,27479.821,1962.844,5613.777,1857.252,4,0.286,626,15,33312.912,2220.861,-33.733,0,0,0,0.0,5,1.212,23,11,5,0
1,4276.488,4276.488,4276.488,872.701,0,0.0,392,2,4233.723,2116.862,-55.0,-51,0,0,0.0,1,0.99,23,16,5,0
5,10950.233,2190.047,2518.672,393.542,1,0.2,653,6,11206.384,1867.731,-35.667,0,0,0,0.0,3,1.023,23,11,4,0
1,670.987,670.987,670.987,872.701,0,0.0,371,1,670.987,670.987,0.0,0,0,0,0.0,1,1.0,23,16,1,0
1,447.456,447.456,447.456,872.701,0,0.0,254,1,447.456,447.456,0.0,0,0,0,0.0,1,1.0,23,20,1,0
6,7179.059,1196.51,1876.818,397.436,0,0.0,674,7,8368.115,1195.445,-29.857,-16,0,0,0.0,2,1.166,23,16,4,0
2,5555.648,2777.824,2852.623,105.782,0,0.0,234,3,5500.092,1833.364,0.0,0,0,0,0.0,1,0.99,23,11,1,0
3,6481.448,2160.483,2681.414,592.578,0,0.0,672,3,6416.634,2138.878,-62.667,-61,0,0,0.0,2,0.99,23,11,4,0
6,10228.746,1704.791,3475.016,1412.536,1,0.167,742,14,10108.543,722.039,-56.214,-44,0,0,0.0,2,0.988,23,11,4,0
2,895.235,447.618,551.991,147.606,0,0.0,521,3,1504.335,501.445,0.0,0,0,0,0.0,1,1.68,23,16,1,0
9,13674.89,1519.432,2267.644,548.549,1,0.111,766,9,9856.132,1095.126,-6.556,1,3,0,0.333,4,0.721,23,11,4,0
13,13802.381,1061.722,1759.625,597.832,1,0.077,759,12,13952.152,1162.679,-39.417,0,0,0,0.0,2,1.011,23,16,5,0
1,532.316,532.316,532.316,872.701,0,0.0,605,1,532.316,532.316,0.0,0,0,0,0.0,1,1.0,23,16,1,0
3,14102.593,4700.864,5783.329,1064.017,0,0.0,672,5,11293.905,2258.781,-50.4,-43,0,0,0.0,2,0.801,23,11,5,0
12,33031.855,2752.655,6021.361,2051.713,2,0.167,742,11,29725.877,2702.352,-9.636,0,0,0,0.0,4,0.9,23,11,2,0
11,28419.661,2583.606,5603.089,1710.441,1,0.091,745,10,25655.541,2565.554,-16.6,0,0,0,0.0,4,0.903,23,11,2,0
4,3038.87,759.718,1432.333,558.582,1,0.25,700,4,2465.806,616.452,-20.5,0,0,0,0.0,2,0.811,23,11,1,0
9,6047.953,671.995,1209.604,390.506,2,0.222,777,6,4145.461,690.91,0.0,0,0,0,0.0,2,0.685,23,16,1,0
4,11841.575,2960.394,5550.369,2136.271,1,0.25,170,9,12907.248,1434.139,-17.444,0,0,0,0.0,2,1.09,23,11,1,0
6,10347.821,1724.637,2647.792,578.461,0,0.0,681,6,10244.352,1707.392,-0.667,2,1,0,0.167,2,0.99,23,16,2,0
18,4977.101,276.506,383.218,64.541,0,0.0,738,19,5167.062,271.951,-35.158,0,0,0,0.0,3,1.038,23,20,5,0
12,42866.131,3572.178,8751.691,2798.046,1,0.083,681,14,37595.414,2685.387,0.0,0,0,0,0.0,3,0.877,23,11,2,0
9,5690.308,632.256,921.827,228.778,0,0.0,728,10,6346.565,634.656,-53.0,-31,0,0,0.0,2,1.115,23,16,5,0
6,5367.87,894.645,923.581,25.542,0,0.0,773,6,5367.87,894.645,-19.333,0,0,0,0.0,2,1.0,23,11,1,0
1,307.182,307.182,307.182,872.701,0,0.0,633,1,307.182,307.182,0.0,0,0,0,0.0,1,1.0,23,20,1,0
8,12111.497,1513.937,2609.521,511.341,0,0.0,714,13,12940.511,995.424,0.0,0,0,0,0.0,2,1.068,23,11,1,0
28,36823.925,1315.14,2683.986,782.022,2,0.071,731,26,33109.393,1273.438,-50.5,0,0,0,0.0,3,0.899,23,16,5,0
8,46923.627,5865.453,9568.549,2407.994,1,0.125,674,8,42361.957,5295.245,-0.625,25,1,0,0.125,3,0.903,23,11,2,0
1,1404.008,1404.008,1404.008,872.701,0,0.0,630,1,1389.968,1389.968,-40.0,-40,0,0,0.0,1,0.99,23,11,5,0
1,594.205,594.205,594.205,872.701,0,0.0,521,1,594.205,594.205,0.0,0,0,0,0.0,1,1.0,23,11,1,0
4,1838.968,459.742,1260.182,551.232,1,0.25,745,2,1635.952,817.976,0.0,0,0,0,0.0,1,0.89,23,16,1,0
39,151652.68,3888.53,30423.261,5494.626,11,0.282,393,28,82898.315,2960.654,-40.393,0,0,0,0.0,2,0.547,23,11,5,0
1,1588.418,1588.418,1588.418,872.701,0,0.0,236,1,1588.418,1588.418,0.0,0,0,0,0.0,1,1.0,23,16,1,0
12,4940.794,411.733,981.451,289.588,2,0.167,770,10,4461.265,446.126,0.0,0,0,0,0.0,1,0.903,23,20,1,0
4,1555.601,388.9,738.344,294.139,2,0.5,340,4,716.913,179.228,0.0,0,0,0,0.0,2,0.461,23,20,1,0
3,3127.034,1042.345,1213.628,151.247,0,0.0,672,3,3114.898,1038.299,-47.667,-39,0,0,0.0,2,0.996,23,11,4,0
2,148.332,74.166,141.835,95.698,1,0.5,763,1,135.338,135.338,0.0,0,0,0,0.0,1,0.912,23,20,1,0
13,64193.131,4937.933,8745.321,2671.511,2,0.154,745,30,57789.819,1926.327,-5.867,0,0,0,0.0,5,0.9,23,11,1,0
10,58979.846,5897.985,28816.638,9161.564,3,0.3,665,16,44553.835,2784.615,-38.75,0,0,0,0.0,5,0.755,23,11,5,0
1,2382.637,2382.637,2382.637,872.701,0,0.0,248,1,2358.811,2358.811,0.0,0,0,0,0.0,1,0.99,23,11,1,0
12,8332.278,694.356,1363.293,388.688,2,0.167,472,12,6265.052,522.088,0.0,0,0,0,0.0,1,0.752,23,20,1,0
2,183.552,91.776,92.776,1.414,1,0.5,444,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,23,20,7,1
11,3045.851,276.896,437.12,108.579,1,0.091,437,9,2608.735,289.859,0.0,0,0,0,0.0,1,0.856,23,20,1,0
4,568.546,142.136,238.381,71.6,0,0.0,434,4,568.546,142.136,0.0,0,0,0,0.0,1,1.0,23,20,1,0
1,453.296,453.296,453.296,872.701,0,0.0,434,1,453.296,453.296,0.0,0,0,0,0.0,1,1.0,23,20,1,0
4,567.623,141.906,198.872,55.448,0,0.0,430,4,567.623,141.906,0.0,0,0,0,0.0,2,1.0,23,20,1,0
4,929.874,232.468,655.543,282.186,0,0.0,430,3,274.331,91.444,0.0,0,0,0,0.0,1,0.295,23,20,1,0
1,239.236,239.236,239.236,872.701,0,0.0,430,1,239.236,239.236,0.0,0,0,0,0.0,1,1.0,23,20,1,0
8,16834.971,2104.371,5454.105,1836.15,2,0.25,429,6,13379.835,2229.973,-13.0,3,1,0,0.167,2,0.795,23,11,5,0
13,2649.031,203.772,338.718,90.726,0,0.0,430,13,2648.801,203.754,0.0,0,0,0,0.0,1,1.0,23,20,1,0
1,341.121,341.121,341.121,872.701,0,0.0,429,1,341.121,341.121,0.0,0,0,0,0.0,1,1.0,23,20,1,0
9,25661.961,2851.329,6981.902,2229.756,2,0.222,409,7,16532.164,2361.738,-23.429,0,0,0,0.0,2,0.644,23,11,5,0
1,107.126,107.126,107.126,872.701,0,0.0,406,1,107.126,107.126,0.0,0,0,0,0.0,1,1.0,23,20,1,0
6,8591.578,1431.93,2366.515,738.827,0,0.0,399,6,8534.078,1422.346,-30.833,0,0,0,0.0,2,0.993,23,11,1,0
1,682.283,682.283,682.283,872.701,0,0.0,399,1,682.283,682.283,0.0,0,0,0,0.0,1,1.0,23,11,1,0
6,12544.718,2090.786,3307.597,784.35,1,0.167,374,4,3088.444,772.111,-43.5,0,0,0,0.0,2,0.246,23,11,5,0
2,387.549,193.774,269.025,106.42,0,0.0,262,2,387.549,193.774,0.0,0,0,0,0.0,1,1.0,23,16,1,0
16,17308.227,1081.764,3404.218,805.624,2,0.125,304,18,8892.866,494.048,0.0,0,0,0,0.0,1,0.514,23,11,1,0
3,12114.342,4038.114,7902.089,3820.456,0,0.0,297,5,12383.825,2476.765,-28.4,0,0,0,0.0,3,1.022,23,11,5,0
7,9042.178,1291.74,1756.612,628.294,3,0.429,252,2,2821.517,1410.758,-60.0,-57,0,0,0.0,1,0.312,23,11,5,0
1,2063.294,2063.294,2063.294,872.701,0,0.0,199,1,2042.661,2042.661,-48.0,-48,0,0,0.0,1,0.99,23,21,5,0
4,4153.889,1038.472,3070.288,1401.089,1,0.25,122,1,33.927,33.927,-51.0,-51,0,0,0.0,1,0.008,23,11,5,0
2,979.368,489.684,680.328,269.611,0,0.0,721,2,979.368,489.684,0.0,0,0,0,0.0,1,1.0,0,16,2,0
4,2776.22,694.055,1006.599,209.456,0,0.0,703,8,3191.729,398.966,-16.375,0,0,0,0.0,3,1.15,0,20,4,0
16,3800.979,237.561,360.789,70.009,0,0.0,742,20,3800.979,190.049,0.05,1,1,0,0.05,3,1.0,0,20,1,0
6,2861.045,476.841,698.633,134.41,0,0.0,654,6,2861.045,476.841,-36.833,0,0,0,0.0,2,1.0,0,20,5,0
16,14647.642,915.478,2200.234,621.904,1,0.062,738,14,10088.492,720.607,-38.857,0,0,0,0.0,3,0.689,0,16,5,0
6,7241.86,1206.977,1463.78,235.396,0,0.0,711,7,3509.597,501.371,0.0,0,0,0,0.0,1,0.485,0,11,1,0
3,2545.439,848.48,1365.708,582.291,0,0.0,605,4,2345.526,586.382,0.0,0,0,0,0.0,1,0.922,0,20,1,0
18,76494.586,4249.699,12335.784,4204.799,2,0.111,721,18,67951.404,3775.078,-28.0,1,1,0,0.056,5,0.888,0,11,5,0
18,47029.456,2612.748,5893.453,1960.399,2,0.111,766,21,43457.698,2069.414,-9.952,0,0,0,0.0,3,0.924,0,11,1,0
4,5635.82,1408.955,2190.468,876.487,1,0.25,633,3,5179.414,1726.471,-47.0,-33,0,0,0.0,2,0.919,0,11,4,0
20,18139.112,906.956,2222.842,658.35,3,0.15,759,22,15147.06,688.503,-11.818,0,0,0,0.0,3,0.835,0,20,4,0
5,1939.419,387.884,804.857,321.282,1,0.2,711,3,1805.241,601.747,0.0,0,0,0,0.0,1,0.931,0,11,1,0
12,11603.613,966.968,1525.557,316.239,0,0.0,728,12,9270.833,772.569,0.0,0,0,0,0.0,1,0.799,0,11,1,0
16,23437.685,1464.855,3513.924,724.878,1,0.062,745,14,20132.681,1438.049,-57.429,-13,0,0,0.0,2,0.859,0,16,5,0
8,8438.943,1054.868,1626.916,488.024,0,0.0,441,10,8382.352,838.235,-51.9,0,0,0,0.0,2,0.993,0,16,5,0
6,4206.881,701.147,1149.269,392.602,1,0.167,773,5,4153.729,830.746,0.2,1,1,0,0.2,2,0.987,0,11,1,0
14,5768.676,412.048,609.327,185.357,1,0.071,696,13,6191.677,476.283,-42.385,0,0,0,0.0,2,1.073,5,16,5,0
23,5680.388,246.973,643.156,187.985,3,0.13,780,18,5473.019,304.057,-54.611,0,0,0,0.0,3,0.964,0,20,5,0
10,17721.23,1772.123,3204.215,1029.133,0,0.0,773,10,15934.358,1593.436,-37.5,0,0,0,0.0,3,0.899,0,11,5,0
17,4452.561,261.915,406.894,113.32,1,0.059,731,18,4729.629,262.757,-7.889,11,2,0,0.111,4,1.062,0,20,1,0
13,26431.15,2033.165,4753.698,1389.054,0,0.0,553,14,25368.816,1812.058,-28.0,0,0,0,0.0,5,0.96,0,11,5,0
16,57095.758,3568.485,8360.859,1938.419,0,0.0,696,24,76165.45,3173.56,-25.0,0,0,0,0.0,3,1.334,0,11,5,0
40,22886.164,572.154,3672.609,814.434,1,0.025,777,38,14845.636,390.675,-37.474,13,1,0,0.026,4,0.649,0,16,5,0
5,1141.115,228.223,673.788,294.538,3,0.6,479,2,979.827,489.914,0.0,0,0,0,0.0,1,0.859,0,20,1,0
2,1502.208,751.104,810.641,84.198,1,0.5,490,3,119.074,39.691,0.0,0,0,0,0.0,1,0.079,0,20,1,0
12,11741.568,978.464,1944.044,661.988,3,0.25,674,9,9107.697,1011.966,-53.556,0,0,0,0.0,3,0.776,0,16,5,0
2,7261.381,3630.69,4029.282,563.694,0,0.0,624,2,4021.31,2010.655,-26.0,-21,0,0,0.0,2,0.554,0,11,4,0
2,713.538,356.769,357.769,1.414,1,0.5,504,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,16,7,1
4,5989.49,1497.372,2104.041,523.355,0,0.0,633,11,6633.77,603.07,-20.545,5,2,0,0.182,3,1.108,0,11,4,0
1,216.015,216.015,216.015,872.701,0,0.0,693,1,216.015,216.015,0.0,0,0,0,0.0,1,1.0,0,20,1,0
19,49537.768,2607.251,8384.652,2882.645,1,0.053,647,21,48764.559,2322.122,0.0,0,0,0,0.0,4,0.984,0,11,1,0
4,546.947,136.737,278.558,97.13,1,0.25,429,2,336.579,168.29,0.0,0,0,0,0.0,1,0.615,0,20,1,0
2,235.915,117.958,125.69,10.935,0,0.0,437,2,235.915,117.958,0.0,0,0,0,0.0,1,1.0,0,20,1,0
9,4221.149,469.017,1348.045,413.798,1,0.111,430,8,3379.624,422.453,0.0,0,0,0,0.0,1,0.801,0,20,1,0
1,484.093,484.093,484.093,872.701,0,0.0,416,1,484.093,484.093,0.0,0,0,0,0.0,1,1.0,0,20,1,0
2,1307.084,653.542,1017.321,514.461,0,0.0,413,2,1307.084,653.542,0.0,0,0,0,0.0,1,1.0,0,16,1,0
4,5159.766,1289.942,1473.576,262.112,0,0.0,404,4,5117.286,1279.322,-52.25,-48,0,0,0.0,1,0.992,0,11,5,0
1,1187.636,1187.636,1187.636,872.701,0,0.0,406,2,1175.76,587.88,0.0,0,0,0,0.0,1,0.99,0,16,1,0
2,445.732,222.866,223.866,1.414,1,0.5,70,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,20,7,1
1,874.99,874.99,874.99,872.701,0,0.0,756,2,1790.394,895.197,0.0,0,0,0,0.0,1,2.046,1,16,1,0
10,13528.807,1352.881,2010.491,495.583,0,0.0,682,11,13189.827,1199.075,0.0,0,0,0,0.0,1,0.975,1,16,1,0
5,5813.884,1162.777,1938.777,487.846,0,0.0,682,4,4566.88,1141.72,-49.5,-34,0,0,0.0,2,0.786,1,16,4,0
2,1035.82,517.91,614.319,136.343,0,0.0,745,2,1035.82,517.91,0.0,0,0,0,0.0,1,1.0,1,11,1,0
5,16845.576,3369.115,4690.39,1080.609,0,0.0,674,5,16677.12,3335.424,-47.6,-26,0,0,0.0,2,0.99,1,11,5,0
1,801.84,801.84,801.84,872.701,0,0.0,577,1,801.84,801.84,-27.0,-27,0,0,0.0,1,1.0,1,11,4,0
7,7976.51,1139.501,2319.779,743.667,0,0.0,665,7,7976.51,1139.501,-40.143,0,0,0,0.0,3,1.0,1,16,5,0
8,7280.394,910.049,1057.049,140.764,1,0.125,773,5,4397.892,879.578,-5.0,0,0,0,0.0,2,0.604,1,11,1,0
9,18796.91,2088.546,3895.005,908.609,0,0.0,738,10,14990.513,1499.051,-28.7,-2,0,0,0.0,2,0.798,1,16,4,0
3,6818.78,2272.927,4001.707,1497.403,0,0.0,682,3,6750.592,2250.197,-40.333,-27,0,0,0.0,2,0.99,1,11,4,0
11,18015.62,1637.784,3882.183,1141.545,0,0.0,766,14,15350.292,1096.449,-42.857,0,0,0,0.0,3,0.852,1,16,5,0
2,1594.185,797.092,962.23,233.54,0,0.0,780,2,1594.185,797.092,-31.5,-22,0,0,0.0,1,1.0,1,16,4,0
10,21178.785,2117.878,3955.358,1069.756,0,0.0,717,14,28420.352,2030.025,-40.214,0,0,0,0.0,2,1.342,1,16,5,0
10,11044.461,1104.446,1835.673,514.214,0,0.0,759,11,11698.626,1063.511,0.0,0,0,0,0.0,1,1.059,1,16,1,0
7,8371.18,1195.883,3148.003,1142.976,0,0.0,563,9,7715.023,857.225,-18.667,7,1,0,0.111,4,0.922,1,11,5,0
2,1578.091,789.046,849.908,86.073,0,0.0,654,2,1578.091,789.046,0.0,0,0,0,0.0,1,1.0,1,16,1,0
5,4185.095,837.019,1493.884,441.381,0,0.0,766,5,4170.156,834.031,-23.2,0,0,0,0.0,3,0.996,1,11,1,0
22,28319.186,1287.236,2011.418,362.684,1,0.046,773,24,31077.111,1294.88,-50.042,0,0,0,0.0,5,1.097,1,11,5,0
1,154.629,154.629,154.629,872.701,0,0.0,707,1,154.629,154.629,0.0,0,0,0,0.0,1,1.0,1,20,1,0
10,9684.517,968.452,1670.956,412.29,0,0.0,563,12,11044.347,920.362,-26.583,0,0,0,0.0,2,1.14,1,11,5,0
2,428.088,214.044,344.501,184.494,0,0.0,507,2,428.088,214.044,0.0,0,0,0,0.0,1,1.0,1,16,1,0
1,1059.839,1059.839,1059.839,872.701,0,0.0,476,1,1049.241,1049.241,-15.0,-15,0,0,0.0,1,0.99,1,16,4,0
1,387.804,387.804,387.804,872.701,0,0.0,448,1,387.804,387.804,0.0,0,0,0,0.0,1,1.0,1,20,1,0
3,98.337,32.779,67.547,30.162,1,0.333,441,2,71.097,35.548,0.0,0,0,0,0.0,1,0.723,1,20,1,0
1,138.484,138.484,138.484,872.701,0,0.0,434,1,138.484,138.484,0.0,0,0,0,0.0,1,1.0,1,20,1,0
1,78.133,78.133,78.133,872.701,0,0.0,413,1,78.133,78.133,0.0,0,0,0,0.0,1,1.0,1,20,1,0
6,2661.117,443.519,641.679,153.408,0,0.0,416,6,2661.117,443.52,0.0,0,0,0,0.0,1,1.0,1,20,1,0
9,3093.358,343.706,570.095,168.356,1,0.111,413,10,2491.251,249.125,0.0,0,0,0,0.0,1,0.805,1,16,1,0
5,717.298,143.46,288.748,87.672,0,0.0,373,5,717.279,143.456,0.0,0,0,0,0.0,1,1.0,1,20,1,0
3,6727.174,2242.391,2802.51,968.422,1,0.333,234,1,11.242,11.242,-18.0,-18,0,0,0.0,1,0.002,1,16,5,0
3,8015.808,2671.936,4558.627,1844.838,0,0.0,178,7,7989.944,1141.421,-2.143,0,0,0,0.0,3,0.997,1,11,1,0
3,6602.148,2200.716,6503.83,3726.612,1,0.333,126,4,12919.96,3229.99,-14.75,0,0,0,0.0,2,1.957,1,11,1,0
1,2771.587,2771.587,2771.587,872.701,0,0.0,117,1,2743.881,2743.881,-40.0,-40,0,0,0.0,1,0.99,1,16,5,0
2,1083.583,541.792,798.154,362.551,0,0.0,112,2,1083.583,541.792,0.0,0,0,0,0.0,1,1.0,1,16,1,0
1,590.819,590.819,590.819,872.701,0,0.0,70,1,590.819,590.819,0.0,0,0,0,0.0,1,1.0,1,20,1,0
12,25591.278,2132.606,4569.609,1116.693,0,0.0,777,16,32339.362,2021.21,-37.25,0,0,0,0.0,3,1.264,13,11,5,0
25,90273.971,3610.959,8676.681,2397.393,1,0.04,763,27,84673.97,3136.073,-42.333,0,0,0,0.0,4,0.938,13,11,5,0
8,4335.627,541.953,939.702,219.922,0,0.0,717,9,4335.627,481.736,0.0,0,0,0,0.0,2,1.0,13,16,1,0
5,4582.42,916.484,1588.097,379.771,0,0.0,693,6,4582.42,763.737,0.0,0,0,0,0.0,1,1.0,13,16,1,0
2,515.503,257.751,505.395,350.221,1,0.5,346,1,495.287,495.287,0.0,0,0,0,0.0,1,0.961,13,16,1,0
8,8423.654,1052.957,1377.295,205.259,0,0.0,721,8,8354.986,1044.373,0.0,0,0,0,0.0,2,0.992,13,16,2,0
9,12267.2,1363.022,2204.022,503.44,0,0.0,763,10,12183.447,1218.345,-46.0,0,0,0,0.0,3,0.993,13,16,4,0
1,2300.032,2300.032,2300.032,872.701,0,0.0,742,2,4600.064,2300.032,-21.5,0,0,0,0.0,2,2.0,13,11,1,0
1,112.216,112.216,112.216,872.701,0,0.0,780,1,112.216,112.216,0.0,0,0,0,0.0,1,1.0,13,16,1,0
14,20720.455,1480.032,5068.302,1426.794,0,0.0,448,13,15525.254,1194.25,0.0,0,0,0,0.0,3,0.749,13,11,1,0
1,761.307,761.307,761.307,872.701,0,0.0,112,1,761.307,761.307,0.0,0,0,0,0.0,1,1.0,13,16,1,0
2,2132.789,1066.394,2071.272,1421.111,1,0.5,77,1,1989.052,1989.052,0.0,0,0,0,0.0,1,0.933,13,11,1,0
1,169.326,169.326,169.326,872.701,0,0.0,17,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,13,16,7,1
1,365.141,365.141,365.141,872.701,0,0.0,17,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,13,16,7,1
6,17925.587,2987.598,6864.905,1978.884,0,0.0,669,6,14337.518,2389.586,-4.0,0,0,0,0.0,2,0.8,16,11,2,0
6,4023.777,670.63,1450.182,406.092,0,0.0,728,6,4009.012,668.169,-8.333,24,1,0,0.167,3,0.996,16,21,4,0
1,19333.047,19333.047,19333.047,872.701,0,0.0,14,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,16,11,7,1
12,28852.697,2404.391,3750.112,538.494,0,0.0,740,13,26114.91,2008.839,-0.077,0,0,0,0.0,4,0.905,16,11,2,0
6,11227.944,1871.324,3242.328,963.596,0,0.0,712,7,10943.407,1563.344,-40.143,0,0,0,0.0,3,0.975,16,16,4,0
